internalTaxonId,scientificName,name,language,main
12304,Lontra longicaudis,Neotropical Otter,English,true
8771,Furipterus horrens,Thumbless Bat,English,false
17574,Platyrrhinus vittatus,Greater Broad-nosed Bat,English,false
6510,Desmodus rotundus,Common Vampire Bat,English,false
6510,Desmodus rotundus,Vampire Bat,English,true
136524,Eptesicus chiriquinus,Chiriquinan Serotine,English,true
6520,Diaemus youngi,White-winged Vampire Bat,English,false
136424,Micronycteris microtis,Common Big-eared Bat,English,false
21877,Thyroptera discifera,Peters's Disk-winged Bat,English,true
6561,Diclidurus albus,Northern Ghost Bat,English,false
13240,Mesophylla macconnelli,Macconnell's Bat,English,false
136611,Cynomops mexicanus,Mexican Dog-faced Bat,English,false
136561,Mimon cozumelae,Cozumelan Golden Bat,English,false
2136,Artibeus lituratus,Großer Fruchtvampir,German,false
2136,Artibeus lituratus,Great Fruit-eating Bat,English,true
2130,Enchisthenes hartii,Velvety Fruit-eating Bat,English,true
99586593,Dermanura watsoni,Thomas-Fruchtvampir,German,false
99586593,Dermanura watsoni,Thomas's Fruit-eating Bat,English,true
2140,Dermanura tolteca,Tolteken-Fruchtvampir,German,false
2140,Dermanura tolteca,Toltec Fruit-eating Bat,English,true
83683287,Dermanura phaeotis,Dunkelohr-Fruchtvampir,German,false
83683287,Dermanura phaeotis,Pygmy Fruit-eating Bat,English,true
2123,Dermanura azteca,Azteken-Fruchtvampir,German,false
2123,Dermanura azteca,Aztec Fruit-eating Bat,English,true
136268,Carollia sowelli,Sowell-Kurzschwanzblattnase,German,false
136268,Carollia sowelli,Sowell’s Short-tailed Bat,English,true
19804,Saccopteryx bilineata,Greater Sac-winged Bat,English,true
41530,Tonatia saurophila,Stripe-headed Round-eared Bat,English,true
19807,Saccopteryx leptura,Lesser Sac-winged Bat,English,true
41527,Cormura brevirostris,Chestnut Sac-winged Bat,English,false
41527,Cormura brevirostris,Wagner's Sac-winged Bat,English,false
19685,Rhogeessa tumida,Black-winged Little Yellow Bat,English,false
4133,Centurio senex,Lattice-winged Bat,English,false
4133,Centurio senex,Greisengesicht,German,false
4133,Centurio senex,Greisenhaupt,German,false
4133,Centurio senex,Wrinkle-faced Bat,English,true
19714,Rhynchonycteris naso,Proboscis Bat,English,false
123984355,Natalus mexicanus,Mexican Greater Funnel-eared Bat,English,true
14830,Noctilio leporinus,Greater Bulldog Bat,English,true
88151760,Rhogeessa io,Thomas's Yellow Bat,English,true
14829,Noctilio albiventris,Lesser Bulldog Bat,English,true
6206,Cyttarops alecto,Short-eared Bat,English,false
136350,Centronycteris centralis,Thomas-Spornscheidenschwanz,German,false
136350,Centronycteris centralis,Thomas's Shaggy Bat,English,true
8248,Eumops underwoodi,Underwood's Bonneted Bat,English,false
12615,Macrophyllum macrophyllum,Long-legged Bat,English,false
8245,Eumops hansae,Sanborn's Bonneted Bat,English,false
7030,Ectophylla alba,Honduran White Bat,English,false
7030,Ectophylla alba,White Bat,English,false
2533,Balantiopteryx plicata,Peters-Sackflügelfledermaus,German,false
2533,Balantiopteryx plicata,Gray Sac-winged Bat,English,true
10598,Hylonycteris underwoodi,Underwood's Long-tongued Bat,English,false
4666,Chiroderma salvini,Salvin-Großaugenfledermaus,German,false
4666,Chiroderma salvini,Salvin's Big-eyed Bat,English,true
4667,Chiroderma trinitatum,Kleine Großaugenfledermaus,German,false
4667,Chiroderma trinitatum,Little Big-eyed Bat,English,true
4668,Chiroderma villosum,Haarige Großaugenfledermaus,German,false
4668,Chiroderma villosum,Hairy Big-eyed Bat,English,true
12268,Lonchophylla robusta,Orange Nectar Bat,English,false
12270,Lonchorhina aurita,Common Sword-nosed Bat,English,false
12270,Lonchorhina aurita,Tomes's Sword-nosed Bat,English,false
6628,Diphylla ecaudata,Hairy-legged Vampire Bat,English,false
88149202,Lophostoma silvicolum,White-throated Round-eared Bat,English,true
4772,Choeroniscus godmani,Godmans Langschwanz-Blumenfledermaus,German,false
4772,Choeroniscus godmani,Godman's Long-tailed Bat,English,true
4811,Chrotopterus auritus,Big-eared Wooly Bat,English,false
4811,Chrotopterus auritus,Peter’s Woolly False Vampire Bat,English,false
4811,Chrotopterus auritus,Großohr-Wollfledermaus,German,false
4811,Chrotopterus auritus,Peters Wollgesicht-Fledermaus,German,false
4811,Chrotopterus auritus,Woolly False Vampire Bat,English,true
22029,Trachops cirrhosus,Fringe-lipped Bat,English,false
20955,Sturnira luisi,Louis's Yellow-shouldered Bat,English,false
20957,Sturnira mordax,Talamancan Yellow-shouldered Bat,English,false
14170,Myotis keaysi,Hairy-legged Myotis,English,true
88120245,Lichonycteris obscura,Dark Long-tongued Bat,English,true
22840,Vampyriscus nymphaea,Striped Yellow-eared Bat,English,false
22843,Vampyrum spectrum,Spectral Bat,English,true
14195,Myotis riparius,Riparian Myotis,English,true
14185,Myotis nigricans,Black Myotis,English,false
14187,Myotis oxyotus,Montane Myotis,English,true
18706,Pteronotus gymnonotus,Big Naked-backed Bat,English,false
18705,Pteronotus davyi,Davy's Naked-backed Bat,English,false
16707,Peropteryx kappleri,Greater Dog-like Bat,English,true
16709,Peropteryx macrotis,Lesser Dog-like Bat,English,true
13559,Mimon bennettii,Southern Golden Bat,English,false
13559,Mimon bennettii,Golden Bat,English,true
13649,Molossus pretiosus,Miller's Mastiff Bat,English,true
13650,Molossus sinaloae,Sinaloan Mastiff Bat,English,false
13648,Molossus molossus,Pallas's Mastiff Bat,English,false
102208365,Molossus coibensis,Coiban Mastiff Bat,English,true
1566,Anoura cultrata,Handley-Langnasenfledermaus,German,false
1566,Anoura cultrata,Handley's Tailless Bat,English,true
9277,Glossophaga soricina,Pallas's Long-tongued Bat,English,false
13644,Molossus rufus,Black Mastiff Bat,English,false
9273,Glossophaga commissarisi,Commissaris's Long-tongued Bat,English,false
7916,Eptesicus brasiliensis,Brazilian Brown Bat,English,true
7927,Eptesicus furinalis,Argentinian Brown Bat,English,false
7927,Eptesicus furinalis,Argentine Brown Bat,English,true
7928,Eptesicus fuscus,Big Brown Bat,English,true
11350,Lasiurus ega,Southern Yellow Bat,English,true
88151055,Lasiurus blossevillii,Southern Red Bat,English,true
11348,Lasiurus castaneus,Tacarcuna Bat,English,false
11348,Lasiurus castaneus,Tacarcunan Bat,English,false
21314,Tadarida brasiliensis,Brazilian Free-tailed Bat,English,false
21314,Tadarida brasiliensis,Mexican Free-tailed Bat,English,false
13381,Trinycteris nicefori,Niceforo's Big-eared Bat,English,false
13384,Glyphonycteris sylvestris,Tricolored Bat,English,false
13384,Glyphonycteris sylvestris,Tri-colored Big-eared Bat,English,true
13383,Micronycteris schmidtorum,Schmidts's Big-eared Bat,English,false
13378,Micronycteris hirsuta,Hairy Big-eared Bat,English,false
13377,Glyphonycteris daviesi,Davies's Big-eared Bat,English,false
13377,Glyphonycteris daviesi,Graybeard Bat,English,false
13380,Micronycteris minuta,Tiny Big-eared Bat,English,false
13380,Micronycteris minuta,White-bellied Big-eared Bat,English,false
1789,Bauerus dubiaquercus,Van-Gelder-Fledermaus,German,false
1789,Bauerus dubiaquercus,Van Gelder's Bat,English,true
13376,Lampronycteris brachyotis,Orange-throated Bat,English,false
13376,Lampronycteris brachyotis,Yellow-throated Big-eared Bat,English,true
3905,Carollia perspicillata,Brillenblattnase,German,false
3905,Carollia perspicillata,Seba's Short-tailed Bat,English,true
3906,Carollia subrufa,Grey Short-tailed Bat,English,false
3906,Carollia subrufa,Graue Kurzschwanzblattnase,German,false
3906,Carollia subrufa,Gray Short-tailed Bat,English,true
17168,Phylloderma stenops,Pale-faced Bat,English,false
17218,Phyllostomus hastatus,Greater Spear-nosed Bat,English,false
17216,Phyllostomus discolor,Pale Spear-nosed Bat,English,false
42394,Odocoileus virginianus,Key Deer,English,false
42394,Odocoileus virginianus,Key Deer Toy Deer,English,false
42394,Odocoileus virginianus,Cariacú,Spanish; Castilian,false
42394,Odocoileus virginianus,Venado Cola Blanca,Spanish; Castilian,false
42394,Odocoileus virginianus,White-tailed Deer,English,true
136290,Mazama temama,Temazate,Spanish; Castilian,false
136290,Mazama temama,Veado-mateiro,Portuguese,false
136290,Mazama temama,Venado Cabrito,Spanish; Castilian,false
136290,Mazama temama,Venado De Montaña,Spanish; Castilian,false
136290,Mazama temama,Venado Temazate,Spanish; Castilian,false
136290,Mazama temama,Central American Red Brocket,English,true
4671,Chironectes minimus,Yapok,English,false
4671,Chironectes minimus,Cuica de Agua,Spanish; Castilian,false
4671,Chironectes minimus,Perrito de Agua,Spanish; Castilian,false
4671,Chironectes minimus,Raposa de Agua,Spanish; Castilian,false
4671,Chironectes minimus,Schwimmbeutler,German,false
4671,Chironectes minimus,Yapó,Spanish; Castilian,false
4671,Chironectes minimus,Yapock,French,false
4671,Chironectes minimus,Yapok,German,false
4671,Chironectes minimus,Water Opossum,English,true
13296,Marmosa alstoni,Opossum-souris d´Alston,French,false
13296,Marmosa alstoni,Alston's Woolly Mouse Opossum,English,true
40504,Marmosa mexicana,Mexican Mouse Opossum,English,false
40504,Marmosa mexicana,Opossum-souris Du Mexique,French,false
3650,Caluromys derbianus,Derby’s Woolly Opossum,English,false
3650,Caluromys derbianus,Derby-Wollbeutelratte,German,false
3650,Caluromys derbianus,Mittelamerikanische Wollbeutelratte,German,false
3650,Caluromys derbianus,Opossum de Derby,French,false
3650,Caluromys derbianus,Central American Woolly Opossum,English,true
40501,Didelphis marsupialis,Black-eared Opossum,English,false
40501,Didelphis marsupialis,Southern Opossum,English,false
40501,Didelphis marsupialis,Comadreja Grande,Spanish; Castilian,false
40501,Didelphis marsupialis,Sarigue Australe,French,false
40501,Didelphis marsupialis,Common Opossum,English,true
40502,Didelphis virginiana,Sarigue de Virginie,French,false
40502,Didelphis virginiana,Virginia Opossum,English,true
40516,Philander opossum,Guaiki,English,false
40516,Philander opossum,Comadreja De Cuatro Ojos,Spanish; Castilian,false
40516,Philander opossum,Opossum Gris Quatre-yeux,French,false
40516,Philander opossum,Gray Four-eyed Opossum,English,true
40509,Metachirus nudicaudatus,Cuica Común,Spanish; Castilian,false
40509,Metachirus nudicaudatus,Opossum brun à quatre yeux,French,false
40509,Metachirus nudicaudatus,Brown Four-eyed Opossum,English,true
699,Cuniculus paca,Spotted Paca,English,false
699,Cuniculus paca,Paca,Spanish; Castilian,false
699,Cuniculus paca,Tepezquintle,Spanish; Castilian,false
699,Cuniculus paca,Agouti,French,true
10259,Hoplomys gymnurus,Armored Rat,English,false
18297,Proechimys semispinosus,Tome's Spiny Rat,English,false
20629,Coendou mexicanus,Mexican Hairy Dwarf Porcupine,English,false
20629,Coendou mexicanus,Mexican Tree Porcupine,English,false
20629,Coendou mexicanus,Porc-épic Préhensile,French,false
15544,Orthogeomys cavator,Chiriqui Pocket Gopher,English,false
15548,Orthogeomys heterodus,Variable Pocket Gopher,English,false
42593,Orthogeomys underwoodi,Underwood's Pocket Gopher,English,false
96802567,Heterogeomys cherriei,Cherrie's Pocket Gopher,English,true
10010,Heteromys oresterus,Mountain Spiny Pocket Mouse,English,false
12076,Heteromys salvini,Salvin's Spiny Pocket Mouse,English,true
20024,Sciurus variegatoides,Variegated Squirrel,English,false
13409,Microsciurus alfari,Central American Dwarf Squirrel,English,false
21260,Syntheosciurus brochus,Mountain Squirrel,English,false
21260,Syntheosciurus brochus,Neotropical Montane Squirrel,English,false
21260,Syntheosciurus brochus,Bangs's Mountain Squirrel,English,true
136838,Cryptotis orophila,Central American Least Shrew,English,false
5764,Cryptotis gracilis,Talamancan Small Eared Shrew,English,false
5764,Cryptotis gracilis,Talamancan Small-eared Shrew,English,true
41376,Cryptotis nigrescens,Blackish Small-eared Shrew,English,false
15593,Nephelomys devius,Boquete Rice Rat,English,true
15615,Transandinomys talamancae,Talamancan Rice Rat,English,false
15588,Transandinomys bolivaris,Bolivar Rice Rat,English,false
22576,Tylomys watsoni,Watson's Climbing Rat,English,false
19487,Rheomys underwoodi,Underwood's Water Mouse,English,true
19485,Rheomys raptor,Goldman's Water Mouse,English,true
23321,Zygodontomys brevicauda,Short-tailed Cane Mouse,English,false
15254,Oligoryzomys vegetus,Sprightly Pygmy Rice Rat,English,true
16693,Peromyscus stirtoni,Stirton's Deer Mouse,English,true
16681,Peromyscus mexicanus,Mexican Deer Mouse,English,true
15143,Oecomys trinitatis,Trinidad Arboreal Rice Rat,English,false
15143,Oecomys trinitatis,Long-furred Rice Rat,English,true
19405,Reithrodontomys creper,Chiriqui Harvest Mouse,English,true
19402,Reithrodontomys brevirostris,Short-nosed Harvest Mouse,English,true
19414,Reithrodontomys paradoxus,Nicaraguan Harvest Mouse,English,true
19415,Reithrodontomys rodriguezi,Rodriguez's Harvest Mouse,English,true
20222,Tanyuromys aphrastus,Long-tailed Sigmodontomys,English,false
20222,Tanyuromys aphrastus,Harris's Rice Water Rat,English,true
20053,Scotinomys xerampelinus,Chiriqui Brown Mouse,English,false
20053,Scotinomys xerampelinus,Long-tailed Singing Mouse,English,true
20052,Scotinomys teguina,Alston's Brown Mouse,English,false
20052,Scotinomys teguina,Short-tailed Singing Mouse,English,true
6494,Dermochelys coriacea,Coffin-back,English,false
6494,Dermochelys coriacea,Leatherback Sea Turtle,English,false
6494,Dermochelys coriacea,Leathery Turtle,English,false
6494,Dermochelys coriacea,Luth,English,false
6494,Dermochelys coriacea,Trunkback Turtle,English,false
6494,Dermochelys coriacea,Trunk Turtle,English,false
6494,Dermochelys coriacea,Baula,Spanish; Castilian,false
6494,Dermochelys coriacea,Canal,Spanish; Castilian,false
6494,Dermochelys coriacea,Cardon,Spanish; Castilian,false
6494,Dermochelys coriacea,Dorso de Cuero,Spanish; Castilian,false
6494,Dermochelys coriacea,Galapagos,Spanish; Castilian,false
6494,Dermochelys coriacea,Lederschildkröte,German,false
6494,Dermochelys coriacea,Siete Lomos,Spanish; Castilian,false
6494,Dermochelys coriacea,Siete Quillas,Spanish; Castilian,false
6494,Dermochelys coriacea,Tartaruga-de-casco-mole,Portuguese,false
6494,Dermochelys coriacea,Tartaruga-de-couro,Portuguese,false
6494,Dermochelys coriacea,Tartaruga-gigante,Portuguese,false
6494,Dermochelys coriacea,Tinglada,Spanish; Castilian,false
6494,Dermochelys coriacea,Tinglar,Spanish; Castilian,false
6494,Dermochelys coriacea,Tora,Spanish; Castilian,false
6494,Dermochelys coriacea,Tortue luth,French,false
6494,Dermochelys coriacea,Tortuga Caná,Spanish; Castilian,false
6494,Dermochelys coriacea,Tortuga Laud,Spanish; Castilian,false
6494,Dermochelys coriacea,سلحفاة المحيط جلدية الظهر,Arabic,false
6494,Dermochelys coriacea,Leatherback,English,true
41778,Tayassu pecari,Cariblanco,Spanish; Castilian,false
41778,Tayassu pecari,Chancho de Monte,Spanish; Castilian,false
41778,Tayassu pecari,Pécari à lèvres blanches,French,false
41778,Tayassu pecari,Pecari de Labios Blanco,Spanish; Castilian,false
41778,Tayassu pecari,White-lipped Peccary,English,true
44579592,Ameiva praesignis,Amazon Racerunner,English,false
44579592,Ameiva praesignis,Giant Ameiva,English,true
21471,Tapirus bairdii,Central American Tapir,English,false
21471,Tapirus bairdii,Anteburro,Spanish; Castilian,false
21471,Tapirus bairdii,Danta,Spanish; Castilian,false
21471,Tapirus bairdii,Dante,Spanish; Castilian,false
21471,Tapirus bairdii,Danto,Spanish; Castilian,false
21471,Tapirus bairdii,Macho de Monte,Spanish; Castilian,false
21471,Tapirus bairdii,Tapir Centroamericano,Spanish; Castilian,false
21471,Tapirus bairdii,Tapir de Baird,French,false
21471,Tapirus bairdii,Baird's Tapir,English,true
21209,Sylvilagus dicei,Dice's Cottontail,English,true
41299,Sylvilagus floridanus,Florida Cottontail ,English,false
41299,Sylvilagus floridanus,Conejo Castellano,Spanish; Castilian,false
41299,Sylvilagus floridanus,Eastern Cottontail,English,true
48637946,Bassaricyon gabbii,Northern Olingo,English,true
41633,Conepatus semistriatus,Amazonian Hog-nosed Skunk,English,false
41633,Conepatus semistriatus,Cangambá,Portuguese,false
41633,Conepatus semistriatus,Jaritataca,Portuguese,false
41633,Conepatus semistriatus,Mofeta,Spanish; Castilian,false
41633,Conepatus semistriatus,Zorro Hediondo,Spanish; Castilian,false
41633,Conepatus semistriatus,Striped Hog-nosed Skunk,English,true
41640,Galictis vittata,Grisón,Spanish; Castilian,false
41640,Galictis vittata,Hurón,Spanish; Castilian,false
41640,Galictis vittata,Perro de Agua,Spanish; Castilian,false
41640,Galictis vittata,Greater Grison,English,true
41644,Eira barbara,Greyheaded Tayra,English,false
41644,Eira barbara,Amingo,Spanish; Castilian,false
41644,Eira barbara,Cabeza de Mate,Spanish; Castilian,false
41644,Eira barbara,Gato Negro,Spanish; Castilian,false
41644,Eira barbara,Tolomuco,Spanish; Castilian,false
41644,Eira barbara,Tayra,English,true
41654,Mustela frenata,Comedreja Andina,Spanish; Castilian,false
41654,Mustela frenata,Long-tailed Weasel,English,true
41679,Potos flavus,Chosna,Spanish; Castilian,false
41679,Potos flavus,Cusu,Spanish; Castilian,false
41679,Potos flavus,Martilla,Spanish; Castilian,false
41679,Potos flavus,Mico de Noche,Spanish; Castilian,false
41679,Potos flavus,Mico León,Spanish; Castilian,false
41679,Potos flavus,Mono Michi,Spanish; Castilian,false
41679,Potos flavus,Perro de Monte,Spanish; Castilian,false
41679,Potos flavus,Kinkajou,English,true
41683,Nasua narica,Coatimundi,English,false
41683,Nasua narica,Cozumbo,Spanish; Castilian,false
41683,Nasua narica,Pizote,Spanish; Castilian,false
41683,Nasua narica,White-nosed Coati,English,true
41685,Procyon cancrivorus,Cangrejera,Spanish; Castilian,false
41685,Procyon cancrivorus,Guaxinim,Portuguese,false
41685,Procyon cancrivorus,Mão-pelada,Portuguese,false
41685,Procyon cancrivorus,Mapache Lavador,Spanish; Castilian,false
41685,Procyon cancrivorus,Mayuato,Spanish; Castilian,false
41685,Procyon cancrivorus,Crab-eating Raccoon,English,true
41686,Procyon lotor,Mapache,Spanish; Castilian,false
41686,Procyon lotor,Mapachín,Spanish; Castilian,false
41686,Procyon lotor,Raton laveur,French,false
41686,Procyon lotor,Zorra Manglera,Spanish; Castilian,false
41686,Procyon lotor,Northern Raccoon,English,true
136636,Spilogale angustifrons,Southern Spotted Skunk,English,true
13655,Neomonachus tropicalis,West Indian Monk Seal,English,false
13655,Neomonachus tropicalis,West Indian Seal,English,false
13655,Neomonachus tropicalis,Foca Fraile del Caribe,Spanish; Castilian,false
13655,Neomonachus tropicalis,Caribbean Monk Seal,English,true
41666,Zalophus californianus,Kalifornischer Seelöwe,German,false
41666,Zalophus californianus,Lion de mer de Californie,French,false
41666,Zalophus californianus,lobo común,Spanish; Castilian,false
41666,Zalophus californianus,Lobo marino de California,Spanish; Castilian,false
41666,Zalophus californianus,marino de California,Spanish; Castilian,false
41666,Zalophus californianus,Otarie de Californie,French,false
41666,Zalophus californianus,Californian Sea Lion,English,true
41668,Zalophus wollebaeki,Galápagos Seelöwe,German,false
41668,Zalophus wollebaeki,Leon Marino de Galápagos,Spanish; Castilian,false
41668,Zalophus wollebaeki,Lobo de un Pelo de Galápagos,Spanish; Castilian,false
41668,Zalophus wollebaeki,Lobo Marino de Galápagos,Spanish; Castilian,false
41668,Zalophus wollebaeki,Galápagos Sea Lion,English,true
45959367,Reithrodontomys musseri,Small Harvest Mouse,English,true
22780,Urocyon cinereoargenteus,Gray Fox,English,false
22780,Urocyon cinereoargenteus,Tree Fox,English,false
22780,Urocyon cinereoargenteus,Gato Cervan,Spanish; Castilian,false
22780,Urocyon cinereoargenteus,Gato de Monte,Spanish; Castilian,false
22780,Urocyon cinereoargenteus,Zorra Gris,Spanish; Castilian,false
22780,Urocyon cinereoargenteus,Zorro Plateado,Spanish; Castilian,false
22780,Urocyon cinereoargenteus,Grey Fox,English,true
3038,Bradypus variegatus,Bolivian Three-toed Sloth,English,false
3038,Bradypus variegatus,Brown-throated Three-toed Sloth,English,false
3038,Bradypus variegatus,Ai,Portuguese,false
3038,Bradypus variegatus,Aï De Bolivie,French,false
3038,Bradypus variegatus,Bicho-Preguiça,Portuguese,false
3038,Bradypus variegatus,Bradype,French,false
3038,Bradypus variegatus,Braunkehl-Faultier,German,false
3038,Bradypus variegatus,Guasa,Spanish; Castilian,false
3038,Bradypus variegatus,Paresseux Tridactyle,French,false
3038,Bradypus variegatus,Paresseux Tridactyle De Bolivie,French,false
3038,Bradypus variegatus,Perezoso Bayo,Spanish; Castilian,false
3038,Bradypus variegatus,Perezoso Grisaceo,Spanish; Castilian,false
3038,Bradypus variegatus,Perezoso Tridáctilo,Spanish; Castilian,false
3038,Bradypus variegatus,Preguiça,Portuguese,false
3038,Bradypus variegatus,Preguiça-Comum,Portuguese,false
3038,Bradypus variegatus,Preguiça de Óculos,Portuguese,false
3038,Bradypus variegatus,Brown-throated Sloth,English,true
3412,Cabassous centralis,Armadillo Cola de Trapo,Spanish; Castilian,false
3412,Cabassous centralis,Armadillo de Cola Desnuda de Centro América,Spanish; Castilian,false
3412,Cabassous centralis,Mittelamerikanisches Nacktschwanz-Gürteltier,German,false
3412,Cabassous centralis,Nacktschwanz-Gürteltier,German,false
3412,Cabassous centralis,Nördliches Nacktschwanz-Gürteltier,German,false
3412,Cabassous centralis,Tatou,French,false
3412,Cabassous centralis,Tatú de Rabo Molle,Spanish; Castilian,false
3412,Cabassous centralis,Northern Naked-tailed Armadillo,English,true
4778,Choloepus hoffmanni,Hoffmann-Zweifingerfaultier,German,false
4778,Choloepus hoffmanni,Hoffmann-Zweifinger-Faultier,German,false
4778,Choloepus hoffmanni,Perezoso,Spanish; Castilian,false
4778,Choloepus hoffmanni,Perico Ligero,Spanish; Castilian,false
4778,Choloepus hoffmanni,Unau,Spanish; Castilian,false
4778,Choloepus hoffmanni,Unau D'Hoffmann,French,false
4778,Choloepus hoffmanni,Hoffmann's Two-toed Sloth,English,true
6019,Cyclopes didactylus,Pygmy Anteater,English,false
6019,Cyclopes didactylus,Inti Pelejo,Spanish; Castilian,false
6019,Cyclopes didactylus,Serafín,Spanish; Castilian,false
6019,Cyclopes didactylus,Serafín del Platanar,Spanish; Castilian,false
6019,Cyclopes didactylus,Tamandua-Cigarra,Portuguese,false
6019,Cyclopes didactylus,Tamanduaí,Portuguese,false
6019,Cyclopes didactylus,Silky Anteater,English,true
6290,Dasypus novemcinctus,Common Long-nosed Armadillo,English,false
6290,Dasypus novemcinctus,Cachicamo,Spanish; Castilian,false
6290,Dasypus novemcinctus,Neunbinden-Gürteltier,German,false
6290,Dasypus novemcinctus,Tatú,Spanish; Castilian,false
6290,Dasypus novemcinctus,Tatu-Galinha,Portuguese,false
6290,Dasypus novemcinctus,Nine-banded Armadillo,English,true
14224,Myrmecophaga tridactyla,Grand Fourmilier,French,false
14224,Myrmecophaga tridactyla,Hormiguero Gigante,Spanish; Castilian,false
14224,Myrmecophaga tridactyla,Oso Caballo,Spanish; Castilian,false
14224,Myrmecophaga tridactyla,Oso Hormiguero,Spanish; Castilian,false
14224,Myrmecophaga tridactyla,Oso Palmero,Spanish; Castilian,false
14224,Myrmecophaga tridactyla,Tamanduá Bandeira,Portuguese,false
14224,Myrmecophaga tridactyla,Tamanoir,French,false
14224,Myrmecophaga tridactyla,Giant Anteater,English,true
21349,Tamandua mexicana,Oso Hormiguero,Spanish; Castilian,false
21349,Tamandua mexicana,Oso Melero,Spanish; Castilian,false
21349,Tamandua mexicana,Oso Mielero,Spanish; Castilian,false
21349,Tamandua mexicana,Tamandua,Spanish; Castilian,false
21349,Tamandua mexicana,Tamandua Mexicana,Portuguese,false
21349,Tamandua mexicana,Northern Tamandua,English,true
2476,Balaenoptera edeni,Eden's Whale,English,false
2476,Balaenoptera edeni,Tropical Whale,English,false
2476,Balaenoptera edeni,ニタリクジラ,Japanese,false
2476,Balaenoptera edeni,Baleinoptère de Bryde,French,false
2476,Balaenoptera edeni,Ballena de Bryde,Spanish; Castilian,false
2476,Balaenoptera edeni,Brydewal,German,false
2476,Balaenoptera edeni,Rorqual de Bryde,French,false
2476,Balaenoptera edeni,Rorqual d'Eden,French,false
2476,Balaenoptera edeni,Rorqual Tropical,French,false
2476,Balaenoptera edeni,Bryde's Whale,English,true
8551,Feresa attenuata,Epaulard pygmée,French,false
8551,Feresa attenuata,Orca Pigmeo,Spanish; Castilian,false
8551,Feresa attenuata,Orque pygmée,French,false
8551,Feresa attenuata,Pygmy Killer Whale,English,true
9249,Globicephala macrorhynchus,Blackfish,English,false
9249,Globicephala macrorhynchus,Pacific Pilot Whale,English,false
9249,Globicephala macrorhynchus,Caldrón Negro,Spanish; Castilian,false
9249,Globicephala macrorhynchus,Globicéphale tropical,French,false
9249,Globicephala macrorhynchus,Short-finned Pilot Whale,English,true
9461,Grampus griseus,Grey Dolphin,English,false
9461,Grampus griseus,calderón gris,Spanish; Castilian,false
9461,Grampus griseus,Dauphin de Risso,French,false
9461,Grampus griseus,Delfín de Risso,Spanish; Castilian,false
9461,Grampus griseus,delfin griú,Maltese,false
9461,Grampus griseus,Fabo Calderón,Spanish; Castilian,false
9461,Grampus griseus,glavati dupin,Croatian,false
9461,Grampus griseus,grampo,Portuguese,false
9461,Grampus griseus,grampus,Turkish,false
9461,Grampus griseus,Grampus,French,false
9461,Grampus griseus,غرامبوس   (ghrambous),Arabic,false
9461,Grampus griseus,גרמפוס   (grampus),Hebrew,false
9461,Grampus griseus,σταχτοδέλφινο (stachtodélfino),"Greek, Modern (1453-)",false
9461,Grampus griseus,Risso's Dolphin,English,true
11047,Kogia breviceps,Cachalote Cabeza Chica,Spanish; Castilian,false
11047,Kogia breviceps,Cachalote Pigmeo,Spanish; Castilian,false
11047,Kogia breviceps,Cachalot pygmée,French,false
11047,Kogia breviceps,Pygmy Sperm Whale,English,true
11048,Kogia sima,Dwarf Sperm Whale,English,false
11048,Kogia sima,Cachalote Enano,Spanish; Castilian,false
11048,Kogia sima,Cachalote Enano,Spanish; Castilian,false
11048,Kogia sima,Cachalot nain,French,false
11048,Kogia sima,Cachalot nain,French,false
11048,Kogia sima,Dwarf Sperm Whale,English,true
11140,Lagenodelphis hosei,Sarawak Dolphin,English,false
11140,Lagenodelphis hosei,Dauphin de Fraser,French,false
11140,Lagenodelphis hosei,Delfín de Borneo,Spanish; Castilian,false
11140,Lagenodelphis hosei,Fraser's Dolphin,English,true
13006,Megaptera novaeangliae,Baleia jubarte,Portuguese,false
13006,Megaptera novaeangliae,Baleine à bosse,French,false
13006,Megaptera novaeangliae,Ballena Jorobada,Spanish; Castilian,false
13006,Megaptera novaeangliae,Gubarte,Spanish; Castilian,false
13006,Megaptera novaeangliae,Jubarte,French,false
13006,Megaptera novaeangliae,Mégaptère,French,false
13006,Megaptera novaeangliae,Yubarta,Spanish; Castilian,false
13006,Megaptera novaeangliae,Горбатый кит,Russian,false
13006,Megaptera novaeangliae,Humpback Whale,English,true
13244,Mesoplodon densirostris,Blainville's Beaked Whale,English,false
13244,Mesoplodon densirostris,Ballena de Pico de Blainville,Spanish; Castilian,false
13244,Mesoplodon densirostris,Ballena de Pico de Blainville,Spanish; Castilian,false
13244,Mesoplodon densirostris,Kobuha kujira,Japanese,false
13244,Mesoplodon densirostris,Mésoplodon de Blainville,French,false
13244,Mesoplodon densirostris,Mésoplodon de Blainville,French,false
13244,Mesoplodon densirostris,Zifio de Blainville,Spanish; Castilian,false
13244,Mesoplodon densirostris,Zifio de Blainville,Spanish; Castilian,false
13244,Mesoplodon densirostris,Blainville's Beaked Whale,English,true
13245,Mesoplodon europaeus,Gervais' Beaked Whale,English,false
13245,Mesoplodon europaeus,Gulf Stream Beaked Whale,English,false
13245,Mesoplodon europaeus,Gulf Stream Beaked Whale,English,false
13245,Mesoplodon europaeus,Ballena De Pico De Gervais,Spanish; Castilian,false
13245,Mesoplodon europaeus,Ballena De Pico De Gervais,Spanish; Castilian,false
